product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
1,SportZone Automotive 1,Automotive,SportZone,749.17,442.27,0.22,1.4,1769,1675.0,12,2.86,SKU-000001,2022-10-06,false,false,6 months,SUP-003,"automotive,sportzone,trending"
2,OrganicFarm Automotive 2,Automotive,OrganicFarm,973.26,336.21,0.34,1.8,7613,1519.0,62,44.91,SKU-000002,2025-09-01,true,false,6 months,SUP-032,"automotive,organicfarm,trending"
3,HomeBliss Automotive 3,Automotive,HomeBliss,934.24,627.23,0.18,4.5,2243,723.0,174,16.08,SKU-000003,2022-07-21,true,true,3 years,SUP-042,"automotive,homebliss,trending"
4,SoundWave Music 4,Music,SoundWave,57.06,26.18,0.05,3.6,6605,955.0,78,41.83,SKU-000004,2023-12-09,false,false,1 year,SUP-028,"music,soundwave,trending"
5,NovaTech Electronics 5,Electronics,NovaTech,1700.82,949.22,0.0,3.5,7953,1342.0,47,11.93,SKU-000005,2022-11-30,true,false,2 years,SUP-033,"electronics,novatech,trending"
6,FreshBite Clothing 6,Clothing,FreshBite,1259.67,569.98,0.34,2.2,7584,1877.0,10,48.46,SKU-000006,2023-06-13,false,false,2 years,SUP-038,"clothing,freshbite,trending"
7,FreshBite Clothing 7,Clothing,FreshBite,1030.75,487.26,0.43,1.8,7641,988.0,110,27.56,SKU-000007,2024-12-10,false,false,no warranty,SUP-097,"clothing,freshbite,trending"
8,NovaTech Clothing 8,Clothing,NovaTech,1405.71,773.21,0.27,1.4,1039,492.0,17,25.01,SKU-000008,2025-03-26,true,false,lifetime,SUP-028,"clothing,novatech,trending"
9,PlayFun Sports 9,Sports,PlayFun,576.53,284.86,0.36,2.7,3462,65.0,182,19.9,SKU-000009,2022-06-03,true,true,6 months,SUP-070,"sports,playfun,trending"
10,PageTurner Beauty 10,Beauty,PageTurner,677.97,250.42,0.38,2.0,7596,145.0,74,7.86,SKU-000010,2023-09-01,true,true,no warranty,SUP-082,"beauty,pageturner,trending"
